"stream","date","year","TP_mt","SRP_mt","TKN_mt","water_year"
"Portage",2016-05-08,2016,0.082601870770286,0.0389460574903761,0.746315148187672,2016
"Portage",2016-05-09,2016,0.0505281869025353,0.0258505172215718,0.456453114273495,2016
"Portage",2016-05-10,2016,0.0325220351471028,0.0170868836149402,0.375341876741519,2016
"Portage",2016-05-11,2016,0.0267946996563768,0.0136151929148256,0.326220022239221,2016
"Portage",2016-05-12,2016,0.663096153201602,0.0839987675441672,3.86723737634715,2016
"Portage",2016-05-13,2016,0.895757908701667,0.151081748656595,5.64451319980949,2016
"Portage",2016-05-14,2016,0.406090927521773,0.0848061374744264,1.91955430398846,2016
"Portage",2016-05-15,2016,0.122576517551812,0.0400294011422511,1.18573577437587,2016
"Portage",2016-05-16,2016,0.059788826020882,0.0244614059947622,0.654535726723007,2016
"Portage",2016-05-17,2016,0.0308071324837213,0.0157696473408445,0.33679461106518,2016
"Portage",2016-05-18,2016,0.0283642268008007,0.0130999441047875,0.340598546724474,2016
"Portage",2016-05-19,2016,0.0221292758157408,0.00934347201109056,0.306859291311606,2016
"Portage",2016-05-20,2016,0.0156893996629279,0.00653724985955328,0.206740526808372,2016
"Portage",2016-05-21,2016,0.0145326587446656,0.00733972663872,0.198906591909312,2016
"Portage",2016-05-22,2016,0.0146094812168175,0.00642960053551872,0.198246016511827,2016
"Portage",2016-05-23,2016,0.015665912537684,0.00607729365686016,0.21709443452006,2016
"Portage",2016-05-24,2016,0.0131794088785293,0.00595007172845568,0.167494519156027,2016
"Portage",2016-05-25,2016,0.0118889870724205,0.00544118401483776,0.149632560408038,2016
"Portage",2016-05-26,2016,0.0124124074447831,0.0062815827149712,0.162567360663455,2016
