SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,666,,20,108296,µG/G,SULPHUR TOTAL RECOVERABLE,SOUFRE TOTAL RÉCUPÉRABLE,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,<,6,6,1,9370,NG/G DWT,SYN-DECHLORANE PLUS (SYN-DP),"SYN-DÉCHLORANE PLUS (SYN-DP, S-DP)",P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.02,,0.02,109599,MG/KG,TELLURIUM EXTRACTABLE,TELLURIUM EXTRACTIBLE,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.003,0.003,0.005,9371,NG/G DWT,TETRABROMO-O-CHLOROTOLUENE (TBCT),TÉTRABROMO-O-CHLOROTOLUÈNE (TBCT),P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,<,1,1,,58035,NG/G DWT,TETRAKIS(TRIMETHYLSILOXY)SILANE (M4Q),TÉTRAKIS(TRIMÉTHYLSILOXY)SILANE (M4Q),V
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.191,,0.005,108303,µG/G,THALLIUM TOTAL RECOVERABLE,THALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.635,0.005,0.005,103200,µG/G,THALLIUM TOTAL RECOVERABLE,THALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.9,,0.1,108300,µG/G,TIN TOTAL RECOVERABLE,ÉTAIN TOTAL RÉCUPÉRABLE,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,172,,1,108302,µG/G,TITANIUM TOTAL RECOVERABLE,TITANE TOTAL RÉCUPÉRABLE,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,1.93,,,6984,NG/G DWT,TOTAL HEPTACHLOROBIPHENYLS (PCB 170-193),HEPTACHLOROBIPHÉNYLES TOTAUX (BPC 170-193),P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,3.64,,,6983,NG/G DWT,TOTAL HEXACHLOROBIPHENYLS (PCB 128-169),HEXACHLOROBIPHÉNYLES TOTAUX (BPC 128-169),P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,14.3,,,6988,NG/G DWT,TOTAL PCBS,BPC TOTAUX,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,3.71,,,6982,NG/G DWT,TOTAL PENTACHLOROBIPHENYLS (PCB 82-127),PENTACHLOROBIPHÉNYLES TOTAUX (BPC 82-127),P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,4.17,,,6981,NG/G DWT,TOTAL TETRACHLOROBIPHENYLS (PCB 40-81),TÉTRACHLOROBIPHÉNYLES TOTAUX (BPC 40-81),P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.859,,,6980,NG/G DWT,TOTAL TRICHLOROBIPHENYLS (PCB 16-39),TRICHLOROBIPHÉNYLES TOTAUX (BPC 16-39),P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.115,,0.1,5692,NG/G DWT,TRANS-NONACHLOR,TRANS-NONACHLOR,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,<,1,,1,58040,NG/G DWT,TRICLOSAN,TRICLOSANE,V
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.13,,0.02,108306,µG/G,TUNGSTEN TOTAL RECOVERABLE,TUNGSTÈNE TOTAL RÉCUPÉRABLE,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.647,,0.002,108304,µG/G,URANIUM TOTAL RECOVERABLE,URANIUM RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,1.38,0.01,0.01,103201,µG/G,URANIUM TOTAL RECOVERABLE,URANIUM RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,29.8,,0.1,108305,µG/G,VANADIUM TOTAL RECOVERABLE,VANADIUM RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,88,1,1,103210,µG/G,VANADIUM TOTAL RECOVERABLE,VANADIUM RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,11.8,,0.01,108307,µG/G,YTTRIUM TOTAL RECOVERABLE,YTTRIUM TOTAL RÉCUPÉRABLE,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,108,,0.5,108308,µG/G,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,117,2,2,103211,µG/G,ZINC TOTAL RECOVERABLE,ZINC RÉCUPÉRABLE TOTAL,P
ON02IE1576,2014-07-25 0:00,S.SURFACE,0,-0.03,,1.2,,0.2,108309,µG/G,ZIRCONIUM TOTAL RECOVERABLE,ZIRCONIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0,,,5896,%,0.00003-0.00006 MM,0.00003-0.00006 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.7,,,5897,%,0.00006-0.00012 MM,0.00006-0.00012 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,3.2,,,5898,%,0.00012-0.00024 MM,0.00012-0.00024 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,3.3,,,5899,%,0.00024-0.0005 MM,0.00024-0.0005 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,3.2,,,5900,%,0.0005-0.001 MM,0.0005-0.001 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,13.8,,,5901,%,0.001-0.002 MM,0.001-0.002 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,30,,,5902,%,0.002-0.004 MM,0.002-0.004 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,33,,,5903,%,0.004-0.008 MM,0.004-0.008 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,10.9,,,5904,%,0.008-0.016 MM,0.008-0.016 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.4,,,5905,%,0.016-0.031 MM,0.016-0.031 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.4,,,5906,%,0.031-0.062 MM,0.031-0.062 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0,,,5907,%,0.062-0.125 MM,0.062-0.125 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0,,,5908,%,0.125-0.250 MM,0.125-0.250 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0,,,5909,%,0.250-0.500 MM,0.250-0.500 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0,,,5910,%,0.500-1.000 MM,0.500-1.000 MM,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.688,,0.1,6874,NG/G DWT,"1,2,3,4-TETRACHLORO-5-(2-CHLOROPHENYL)BENZENE/1,2,4-TRICHLORO-5-(2,3-DICHLOROPHENYL)BENZENE (PCB 86/97)","1,2,3,4-TÉTRACHLORO-5-(2-CHLOROPHÉNYL)BENZÈNE/1,2,4-TRICHLORO-5-(2,3-DICHLOROPHÉNYL)BENZÈNE (BPC 86/97)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.411,,0.1,6936,NG/G DWT,"1,2,3,4-TETRACHLORO-5-(3,5-DICHLOROPHENYL)BENZENE (PCB 159)","1,2,3,4-TÉTRACHLORO-5-(3,5-DICHLOROPHÉNYL)BENZÈNE (BPC 159)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.679,,0.1,6854,NG/G DWT,"1,2,3-TRICHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 55)","1,2,3-TRICHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 55)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.27,,0.1,6971,NG/G DWT,"1,2,4,5-TETRACHLORO-3-(2,3,5,6-TETRACHLOROPHENYL)BENZENE (PCB 202)","1,2,4,5-TÉTRACHLORO-3-(2,3,5,6-TÉTRACHLOROPHÉNYL)BENZÈNE (BPC 202)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.372,,0.1,6872,NG/G DWT,"1,2,4-TRICHLORO-3-(2,3-DICHLOROPHENYL)BENZENE (PCB 84)","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHÉNYL)BENZÈNE (BPC 84)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.311,,0.1,6879,NG/G DWT,"1,2,5-TRICHLORO-3-(2,5-DICHLOROPHENYL)BENZENE (PCB 92)","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHÉNYL)BENZÈNE (BPC 92)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.658,,0.1,6860,NG/G DWT,"1,2,5-TRICHLORO-3-(4-CHLOROPHENYL)BENZENE (PCB 63)","1,2,5-TRICHLORO-3-(4-CHLOROPHÉNYL)BENZÈNE (BPC 63)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.476,,0.1,6838,NG/G DWT,"1,2-DICHLORO-4-(4-CHLOROPHENYL)BENZENE (PCB 37)","1,2-DICHLORO-4-(4-CHLOROPHÉNYL)BENZÈNE (BPC 37)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.165,,0.5,6819,NG/G DWT,"1,2-DICHLORO-4-PHENYLBENZENE/1-CHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 12/13)","1,2-DICHLORO-4-PHÉNYLBENZÈNE/1-CHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 12/13)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.18,,0.1,6885,NG/G DWT,"1,3,5-TRICHLORO-2-(2,4-DICHLOROPHENYL)BENZENE (PCB 100)","1,3,5-TRICHLORO-2-(2,4-DICHLOROPHÉNYL)BENZÈNE (BPC 100)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.581,,0.1,6852,NG/G DWT,"1,4-DICHLORO-2-(2,6-DICHLOROPHENYL)BENZENE (PCB 53)","1,4-DICHLORO-2-(2,6-DICHLOROPHÉNYL)BENZÈNE (BPC 53)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.291,,0.5,6814,NG/G DWT,"1-CHLORO-2-(2-CHLOROPHENYL)BENZENE/1,3-DICHLORO-2-PHENYLBENZENE (PCB 4/10)","1-CHLORO-2-(2-CHLOROPHÉNYL)BENZÈNE/1,3-DICHLORO-2-PHÉNYLBENZÈNE (BPC 4/10)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.165,,0.5,6816,NG/G DWT,1-CHLORO-3-(2-CHLOROPHENYL)BENZENE (PCB 6),1-CHLORO-3-(2-CHLOROPHÉNYL)BENZÈNE (BPC 6),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.165,,0.5,6815,NG/G DWT,"1-CHLORO-4-(2-CHLOROPHENYL)BENZENE/1,2-DICHLORO-3-PHENYLBENZENE (PCB 8/5)","1-CHLORO-4-(2-CHLOROPHÉNYL)BENZÈNE/1,2-DICHLORO-3-PHÉNYLBENZÈNE (BPC 8/5)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,24.1,,1,1541,NG/G,1-METHYLPHENANTHRENE,1-MÉTHYLPHÉNANTHRÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.323,,0.1,6974,NG/G DWT,"2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL (PCB 206)","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHÉNYLE (BPC 206)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.358,,0.1,6963,NG/G DWT,"2,2',3,3',4,4',5,5'-OCTACHLOROBIPHENYL (PCB 194)","2,2',3,3',4,4',5,5'-OCTACHLOROBIPHÉNYLE (BPC 194)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.265,,0.1,6975,NG/G DWT,"2,2',3,3',4,4',5,6,6'-NONACHLOROBIPHENYL (PCB 207)","2,2',3,3',4,4',5,6,6'-NONACHLOROBIPHÉNYLE (BPC 207)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.365,,0.1,6965,NG/G DWT,"2,2',3,3',4,4',5,6'/2,2',3,4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 196/203)","2,2',3,3',4,4',5,6'/2,2',3,4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 196/203)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.358,,0.1,6964,NG/G DWT,"2,2,'3,3',4,4',5,6-OCTACHLOROBIPHENYL (PCB 195)","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHÉNYLE (BPC 195)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.815,,0.1,6943,NG/G DWT,"2,2',3,3',4,4',5/2,3,3',4,4',5,6-HEPTACHLOROBIPHÉNYLE (PCB 170/190)","2,2',3,3',4,4',5/2,3,3',4,4',5,6-HEPTACHLOROBIPHENYL (BPC 170/190)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.219,,0.1,6966,NG/G DWT,"2,2',3,3',4,4',6,6'-OCTACHLOROBIPHENYL (PCB 197)","2,2',3,3',4,4',6,6'-OCTACHLOROBIPHÉNYLE (BPC 197)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.134,,0.1,6944,NG/G DWT,"2,2',3,3',4,4',6-HEPTACHLOROBIPHENYL (PCB 171)","2,2',3,3',4,4',6-HEPTACHLOROBIPHÉNYLE (BPC 171)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.265,,0.1,6976,NG/G DWT,"2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHENYL (PCB 208)","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHÉNYLE (BPC 208)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.365,,0.1,6967,NG/G DWT,"2,2',3,3',4,5,5',6-OCTACHLOROBIPHENYL (PCB 198)","2,2',3,3',4,5,5',6-OCTACHLOROBIPHÉNYLE (BPC 198)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.395,,0.1,6968,NG/G DWT,"2,2',3,3',4,5,5',6'-OCTACHLOROBIPHENYL (PCB 199)","2,2',3,3',4,5,5',6'-OCTACHLOROBIPHÉNYLE (BPC 199)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.219,,0.1,6970,NG/G DWT,"2,2',3,3',4,5',6,6'-OCTACHLOROBIPHENYL (PCB 201)","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHÉNYLE (BPC 201)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.13,,0.1,6948,NG/G DWT,"2,2',3,3',4,5',6-HEPTACHLOROBIPHENYL (PCB 175)","2,2',3,3',4,5',6-HEPTACHLOROBIPHÉNYLE (BPC 175)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.294,,0.1,6950,NG/G DWT,"2,2',3,3',4,5',6'-HEPTACHLOROBIPHENYL (PCB 177)","2,2',3,3',4,5',6'-HEPTACHLOROBIPHÉNYLE (BPC 177)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.411,,0.1,6908,NG/G DWT,"2,2',3,3',4,5-HEXACHLOROBIPHENYL (PCB 129)","2,2',3,3',4,5-HEXACHLOROBIPHÉNYLE (BPC 129)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.411,,0.1,6909,NG/G DWT,"2,2',3,3',4,5'-HEXACHLOROBIPHENYL (PCB 130)","2,2',3,3',4,5'-HEXACHLOROBIPHÉNYLE (BPC 130)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0963,,0.1,6949,NG/G DWT,"2,2',3,3',4,6,6'-HEPTACHLOROBIPHENYL (PCB 176)","2,2',3,3',4,6,6'-HEPTACHLOROBIPHÉNYLE (BPC 176)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6910,NG/G DWT,"2,2',3,3',4,6-HEXACHLOROBIPHENYL (PCB 131)/2,2',3,4,5,6-HEXACHLOROBIPHENYL (PCB 142)","2,2',3,3',4,6-HEXACHLOROBIPHÉNYLE (BPC 131)/2,2',3,4,5,6-HEXACHLOROBIPHÉNYLE (BPC 142)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.603,,0.1,6870,NG/G DWT,"2,2',3,3',4-PENTACHLOROBIPHENYL (PCB 82)","2,2',3,3',4-PENTACHLOROBIPHÉNYLE (BPC 82)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.13,,0.1,6951,NG/G DWT,"2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL (PCB 178)","2,2',3,3',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 178)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.19,,0.1,6952,NG/G DWT,"2,2',3,3',5,6,6'-HEPTACHLOROBIPHENYL (PCB 179)","2,2',3,3',5,6,6'-HEPTACHLOROBIPHÉNYLE (BPC 179)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.33,,0.1,6915,NG/G DWT,"2,2',3,3',5,6'/2,2',3,4,5',6-HEXACHLOROBIPHENYL (PCB 135/144)","2,2',3,3',5,6'/2,2',3,4,5',6-HEXACHLOROBIPHÉNYLE (BPC 135/144)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.202,,0.1,6917,NG/G DWT,"2,2',3,3',6,6'-HEXACHLOROBIPHENYL (PCB 136)","2,2',3,3',6,6'-HEXACHLOROBIPHÉNYLE (BPC 136)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.29,,0.1,6841,NG/G DWT,"2,2',3,3'-TETRACHLOROBIPHENYL (PCB 40)","2,2',3,3'-TÉTRACHLOROBIPHÉNYLE (BPC 40)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.24,,0.1,6953,NG/G DWT,"2,2',3,4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 180)","2,2',3,4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 180)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.759,,0.1,6954,NG/G DWT,"2,2',3,4,4',5',6/2,2',3,4',5,5',6-HEPTACHLOROBIPHENYL (PCB 182/187)","2,2',3,4,4',5',6/2,2',3,4',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 182/187)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.278,,0.1,6955,NG/G DWT,"2,2',3,4,4',5',6-HEPTACHLOROBIPHENYL (PCB 183)","2,2',3,4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 183)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,2.84,,0.1,6919,NG/G DWT,"2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-HEXACHLOROBIPHENYL (PCB 138/163/164)","2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-HEXACHLOROBIPHÉNYLE (BPC 138/163/164)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.411,,0.1,6918,NG/G DWT,"2,2',3,4,4',5-HEXACHLOROBIPHENYL (PCB 137)","2,2',3,4,4',5-HEXACHLOROBIPHÉNYLE (BPC 137)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.128,,0.1,6957,NG/G DWT,"2,2',3,4,5,5',6-HEPTACHLOROBIPHENYL (PCB 185)","2,2',3,4,5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 185)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.425,,0.1,6922,NG/G DWT,"2,2',3,4,5,5'-HEXACHLOROBIPHENYL (PCB 141)","2,2',3,4,5,5'-HEXACHLOROBIPHÉNYLE (BPC 141)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.343,,0.1,6924,NG/G DWT,"2,2',3,4',5,5'-HEXACHLOROBIPHENYL (PCB 146)","2,2',3,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 146)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.215,,0.1,6878,NG/G DWT,"2,2',3,4',6-PENTACHLOROBIPHENYL (PCB 91)","2,2',3,4',6-PENTACHLOROBIPHÉNYLE (BPC 91)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.368,,0.1,6928,NG/G DWT,"2,2',3,5,5',6-HEXACHLOROBIPHENYL (PCB 151)","2,2',3,5,5',6-HEXACHLOROBIPHÉNYLE (BPC 151)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.13,,0.1,6845,NG/G DWT,"2,2',3,5'-TETRACHLOROBIPHENYL (PCB 44)","2,2',3,5'-TÉTRACHLOROBIPHÉNYLE (BPC 44)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.581,,0.1,6846,NG/G DWT,"2,2',3,6-TETRACHLOROBIPHENYL (PCB 45)","2,2',3,6-TÉTRACHLOROBIPHÉNYLE (BPC 45)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.581,,0.1,6847,NG/G DWT,"2,2',3,6'-TETRACHLOROBIPHENYL (PCB 46)","2,2',3,6'-TÉTRACHLOROBIPHÉNYLE (BPC 46)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.509,,0.1,6822,NG/G DWT,"2,2',3/2,4',6-TRICHLOROBIPHENYL (PCB 16/32)","2,2',3/2,4',6-TRICHLOROBIPHÉNYLE (BPC 16/32)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,2,,0.1,6930,NG/G DWT,"2,2',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 153)","2,2',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 153)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.785,,0.1,6884,NG/G DWT,"2,2',4,4',5-PENTACHLOROBIPHENYL (PCB 99)","2,2',4,4',5-PENTACHLOROBIPHÉNYLE (BPC 99)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.447,,0.1,6849,NG/G DWT,"2,2',4,6-TETRACHLOROBIPHENYL (PCB 50)","2,2',4,6-TÉTRACHLOROBIPHÉNYLE (BPC 50)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.509,,0.1,6823,NG/G DWT,"2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.509,,0.1,6824,NG/G DWT,"2,2',5-TRICHLOROBIPHENYL (PCB 18)","2,2',5-TRICHLOROBIPHÉNYLE (BPC 18)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.553,,0.1,6825,NG/G DWT,"2,2',6-TRICHLOROBIPHENYL (PCB 19)","2,2',6-TRICHLOROBIPHÉNYLE (BPC 19)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.411,,0.1,6907,NG/G DWT,"2,2'3,3',4,4'-HEXACHLOROBIPHENYL (PCB 128)","2,2'3,3',4,4'-HEXACHLOROBIPHÉNYLE (BPC 128)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.274,,0.1,6973,NG/G DWT,"2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.11,,0.1,6960,NG/G DWT,"2,3,3',4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 189)","2,3,3',4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 189)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.134,,0.1,6961,NG/G DWT,"2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.309,,0.1,6933,NG/G DWT,"2,3,3',4,4',5-HEXACHLOROBIPHENYL (PCB 156)","2,3,3',4,4',5-HEXACHLOROBIPHÉNYLE (BPC 156)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.317,,0.1,6934,NG/G DWT,"2,3,3',4,4',5'-HEXACHLOROBIPHENYL (PCB 157)","2,3,3',4,4',5'-HEXACHLOROBIPHÉNYLE (BPC 157)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.134,,0.1,6962,NG/G DWT,"2,3,3',4',5,5',6-HEPTACHLOROBIPHENYL (PCB 193)","2,3,3',4',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 193)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,2.37,,0.1,6891,NG/G DWT,"2,3,3',4',6-PENTACHLOROBIPHENYL (PCB 110)","2,3,3',4',6-PENTACHLOROBIPHÉNYLE (BPC 110)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.19,,0.1,6855,NG/G DWT,"2,3,3',4'/2,3,4,4'-TETRACHLOROBIPHENYL (PCB 56/60)","2,3,3',4'/2,3,4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 56/60)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.305,,0.1,6941,NG/G DWT,"2,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 167)","2,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (PCB 167)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.396,,0.1,6895,NG/G DWT,"2,3,4,4',5-PENTACHLOROBIPHENYL (PCB 114)","2,3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 114)",P
