SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,5,5,,58251,NG/G DWT,"9,9-DIMETHYLACRYDAN / PREPOD (PREPOD B)","9,9-DIMETHYLACRYDAN / PREPOD (PREPOD B)",V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.16,,0.5,1531,NG/G,ACENAPHTHENE,ACENAPHTÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.297,,0.5,1530,NG/G,ACENAPHTHYLENE,ACÉNAPHTYLÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.63,,0.5,5687,NG/G DWT,ALDRIN,ALDRINE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.314,,0.2,5682,NG/G DWT,ALPHA-BENZENE HEXACHLORIDE OR ALPHA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),ALPHA-HEXACHLORURE DE BENZÈNE OU ALPHA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.063,,0.1,5689,NG/G DWT,ALPHA-CHLORDANE,ALPHA-CHLORDANE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0447,,0.1,5677,NG/G DWT,ALPHA-ENDOSULFAN,ALPHA-ENDOSULFAN,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,2170,,20,108264,µG/G,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,8150,50,50,103202,µG/G,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.07,,0.01,108297,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.1,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,1.72,,0.02,108265,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,2,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,17.5,,0.5,108268,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,35,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,6.26,,0.5,1555,NG/G,BENZO(A)PHENANTHRENE OR CHRYSENE,BENZO(A)PHÉNANTHRÈNE OU CHRYSÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,4.43,,0.5,1556,NG/G,BENZO(B)FLUORANTHENE,BENZO(B)FLUORANTHÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,4.36,,0.5,1558,NG/G,BENZO(E)PYRENE,BENZO(E)PYRÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,3.54,,1,1563,NG/G,"BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE",P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,2.91,,0.5,1557,NG/G,"BENZO(J,K)FLUORANTHENE","BENZO(J,K)FLUORANTHÈNE",P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,4.16,,0.5,1544,NG/G,BENZOPHENANTHRENE,BENZOPHÉNANTHRÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.121,,0.005,108269,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.25,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.265,,0.2,5684,NG/G DWT,BETA-BENZENE HEXACHLORIDE OR BETA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),BÉTA-HEXACHLORURE DE BENZÈNE OU BÉTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.667,,0.2,5683,NG/G DWT,BETA-BENZENE HEXACHLORIDE OR BETA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),BÉTA-HEXACHLORURE DE BENZÈNE OU BÉTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0497,,0.1,5678,NG/G DWT,BETA-ENDOSULFAN,BÉTA-ENDOSULFAN,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,26,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,8,8,,58005,NG/G DWT,BIS(2-N-BUTOXYETHYL) PHTHALATE,BIS(2-N-BUTOXYÉTHYL) PHTALATE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,5,5,,58006,NG/G DWT,BIS(4-METHYL-2-PENTYL)PHTHALATE,BIS(4-MÉTHYL-2-PENTYL)PHTALATE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,10,10,,58004,NG/G DWT,BIS(METHOXYETHYL)PHTHALATE,BIS(MÉTHOXYÉTHYL)PHTALATE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.036,,0.005,108270,µG/G,BISMUTH TOTAL RECOVERABLE,BISMUTH RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.1,0.1,0.1,103189,µG/G,BISMUTH TOTAL RECOVERABLE,BISMUTH RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,,2,58037,NG/G DWT,BISPHENOL A,BISPHÉNOL A,V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,,2,58038,NG/G DWT,BISPHENOL F,BISPHÉNOL F,V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,,2,58039,NG/G DWT,BISPHENOL S,BISPHÉNOL S,V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,5,,5,108267,µG/G,BORON TOTAL RECOVERABLE,BORE TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,3,3,,58036,NG/G DWT,BUTYLBENZYL PHTHALATE (BBP),PHTALATE DE BUTYLBENZYL (BBP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.1,,0.01,108272,µG/G,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.1,0.1,0.1,103190,µG/G,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,31400,50,50,103212,µG/G,CALCIUM TOTAL RECOVERABLE,CALCIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,31500,,50,108271,µG/G,CALCIUM TOTAL RECOVERABLE,CALCIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,1.24,,,6062,%,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,17.6,,0.02,108273,µG/G,CERIUM TOTAL RECOVERABLE,CÉRIUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.156,,0.005,108276,µG/G,CESIUM TOTAL RECOVERABLE,CÉSIUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,5.22,,0.05,108275,µG/G,CHROMIUM TOTAL RECOVERABLE,CHROME RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,14,1,1,103204,µG/G,CHROMIUM TOTAL RECOVERABLE,CHROME RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0238,,0.1,5693,NG/G DWT,CIS-NONACHLOR,CIS-NONACHLOR,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.144,,0.5,6812,NG/G DWT,CL1-PCB 2,CL1-BPC 2,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.144,,0.5,6813,NG/G DWT,CL1-PCB-3,CL1-BPC-3,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0546,,0.1,6839,NG/G DWT,CL3-PCB-38,CL3-BPC-38,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0544,,0.1,6840,NG/G DWT,CL3-PCB-39,CL3-BPC-39,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0968,,0.1,6853,NG/G DWT,CL4-PCB-54,CL4-BPC-54,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.167,,0.1,6856,NG/G DWT,CL4-PCB-57,CL4-BPC-57,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.167,,0.1,6857,NG/G DWT,CL4-PCB-58,CL4-BPC-58,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.167,,0.1,6862,NG/G DWT,CL4-PCB-67,CL4-BPC-67,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.149,,0.1,6865,NG/G DWT,CL4-PCB-72,CL4-BPC-72,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0853,,0.1,6867,NG/G DWT,CL4-PCB-78,CL4-BPC-78,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0853,,0.1,6868,NG/G DWT,CL4-PCB-79,CL4-BPC-79,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0334,,0.1,6887,NG/G DWT,CL5-PCB-104,CL5-BPC-104,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0501,,0.1,6893,NG/G DWT,CL5-PCB-112,CL5-BPC-112,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0667,,0.1,6897,NG/G DWT,CL5-PCB-122,CL5-BPC-122,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0398,,0.1,6881,NG/G DWT,CL5-PCB-94,CL5-BPC-94,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0398,,0.1,6882,NG/G DWT,CL5-PCB-96,CL5-BPC-96,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0503,,0.1,6913,NG/G DWT,CL6-PCB-133,CL6-BPC-133,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0503,,0.1,6914,NG/G DWT,CL6-PCB-134/143,CL6-BPC-134/143,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0503,,0.1,6923,NG/G DWT,CL6-PCB-145,CL6-BPC-145,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0503,,0.1,6926,NG/G DWT,CL6-PCB-148,CL6-BPC-148,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0503,,0.1,6927,NG/G DWT,CL6-PCB-150,CL6-BPC-150,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0503,,0.1,6929,NG/G DWT,CL6-PCB-152,CL6-BPC-152,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0326,,0.1,6932,NG/G DWT,CL6-PCB-155,CL6-BPC-155,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0442,,0.1,6937,NG/G DWT,CL6-PCB-161,CL6-BPC-161,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0508,,0.1,6938,NG/G DWT,CL6-PCB-162,CL6-BPC-162,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0442,,0.1,6939,NG/G DWT,CL6-PCB-165,CL6-BPC-165,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0343,,0.1,6956,NG/G DWT,CL7-PCB-184,CL7-BPC-184,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0464,,0.1,6958,NG/G DWT,CL7-PCB-186,CL7-BPC-186,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0343,,0.1,6959,NG/G DWT,CL7-PCB-188,CL7-BPC-188,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,5.8,,,5912,%,CLAY %,ARGILE %,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,2.37,,0.01,108274,µG/G,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,3.5,0.1,0.1,103191,µG/G,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,5,,0.2,108277,µG/G,COPPER TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,5,2,2,103740,µG/G,COPPER TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0,,,5911,%,COURSE SAND (GRAIN SIZE 1.00-2.00 MM),"SABLE GROSSIER (GRANULOMÉTRIE 1,00-2,00 MM)",P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0467,,1,6977,NG/G DWT,DECACHLOROBIPHENYL (PCB 209),DÉCACHLOROBIPHÉNYLE (BPC 209),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.3,0.3,,58026,NG/G DWT,DECAMETHYLCYCLOPENTASILOXANE (D5),DÉCAMÉTHYLCYCLOPENTASILOXANE (D5),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,2,,58027,NG/G DWT,DECAMETHYLTETRASILOXANE (L4-MD2M),DÉCAMÉTHYLTÉTRASILOXANE (L4-MD2M),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0408,,0.1,5670,NG/G DWT,DELTA-BENZENE HEXACHLORIDE OR DELTA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),DELTA-HEXACHLORURE DE BENZÈNE OU DELTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,3,3,,58007,NG/G DWT,DIBENZYL PHTHALATE (DBZP),DIBENZYL PHTALATE (DBZP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,35.4,,,58008,%,DIBENZYL PHTHALATE-D4,DIBENZYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58261,NG/G DWT,DIBUTYL DPA / VANLUBE (C4C4),DIBUTYL DPA / VANLUBE (C4C4),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,2,,58009,NG/G DWT,DICYCLOHEXYL PHTHALATE (DCHP),PHTALATE DE DICYCLOHEXYLE (DCHP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,74.4,,,58010,%,DICYCLOHEXYL PHTHALATE-D4 ,DICYCLOHEXYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0545,,0.1,5672,NG/G DWT,DIELDRIN,DIELDRINE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58011,NG/G DWT,DIETHYL PHTHALATE (DEP),PHTALATE DE DIÉTHYLE (DEP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,80.5,,,58012,%,DIETHYL PHTHALATE-D4,DIÉTHYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,84.1,,,58014,%,DIISOBUTYL PHTHALATE-D4,DIISOBUTYL PHTHALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58253,NG/G DWT,DIISOPROPYLDIMETHYLE ACRIDAN / PREPOD (PREPOD C2),DIISOPROPYLDIMÉTHYLE ACRIDAN / PREPOD (PREPOD C2),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.2,0.2,,58015,NG/G DWT,DIMETHYL PHTHALATE (DMP),PHTALATE DE DIMÉTHYLE (DMP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,2.4,0.4,,58263,NG/G DWT,DIMETHYL-DISTYRENATED DPA / NAUGALUBE (NAUGALUBE),DIMETHYL-DISTYRENATED DPA / NAUGALUBE (NAUGALUBE),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,,58016,NG/G DWT,DI-N-BUTYL PHTHALATE (DBP),DI-N-BUTYL PHTALATE (DBP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,1,1,,58017,NG/G DWT,DI-N-HEXYL PHTHALATE (DNHP),DI-N-HEXYL PHTALATE (DNHP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,67.4,,,58018,%,DI-N-HEXYL PHTHALATE-D4,DI-N-HEXYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,2,,58019,NG/G DWT,DI-N-OCTYL PHTHALATE (DNOP),DI-N-OCTYL PHTALATE (DNOP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,84.2,,,58020,%,DI-N-OCTYL PHTHALATE-D4,DI-N-OCTYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,5,5,,58021,NG/G DWT,DINONYL PHTHALATE,PHTALATE DE DINONYL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.2,0.2,,58259,NG/G DWT,DINONYL-DIPHENYLAMINE (C9C9),DINONYL-DIPHENYLAMINE (C9C9),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,77.9,,,58023,%,DI-N-PENTYL PHTHALATE-D4,DI-N-PENTYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.9,0.9,,58022,NG/G DWT,DI-N-PENTYLE PHTHALATE,PHTALATE DE DI-N-PENTYLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.3,0.3,,58024,NG/G DWT,DI-N-PROPYL PHTHALATE (DPRP),DI-N-PROPYL PHTALATE (DPRP),P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,81.9,,,58025,%,DI-N-PROPYL PHTHALATE-D4,DI-N-PROPYL PHTALATE-D4,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.3,0.3,,58248,NG/G DWT,DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST 4),DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST4),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,11,0.9,,58249,NG/G DWT,DIOCTYL-MONOSTYRENATED DPA / BNST (BNST 6),DIOCTYL-MONOSTYRÉNÉE DPA / BNST (BNST 6),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,4,4,,58241,NG/G DWT,DIPHENYLAMINE (DPA),DIPHÉNYLAMINE (DPA),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,5,5,,58254,NG/G DWT,DIPHENYLAMINE DIMER (PREPOD D),DIPHÉNYLAMINE DIMER (PREPOD D),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.9,0.9,,58255,NG/G DWT,DIPHENYL-P-PHENYLENEDIAMINE (BENPAT 1),DIPHÉNYL-P-PHÉNYLÈNEDIAMINE (BENPAT 1),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.9,0.9,,58257,NG/G DWT,DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3),DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.6,0.6,,58028,NG/G DWT,DODECAMETHYLCYCLOHEXASILOXANE (D6),DODÉCAMÉTHYLCYCLOHEXASILOXANE (D6),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.9,0.9,,58029,NG/G DWT,DODECAMETHYLPENTASILOXANE (L5-MD3M),DODÉCAMÉTHYLPENTASILOXANE (L5-MD3M),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0719,,0.1,5679,NG/G DWT,ENDOSULFAN SULPHATE,SULFATE D'ENDOSULFAN,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0538,,0.1,5673,NG/G DWT,ENDRIN,ENDRINE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0887,,0.1,5674,NG/G DWT,ENDRIN ALDEHYDE,ENDRINE ALDÉHYDE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.0522,,0.1,5675,NG/G DWT,ENDRIN KETONE,ENDRINE CÉTONE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,5.58,,0.5,1543,NG/G,FLUORANTHENE,FLUORANTHÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.52,,0.5,1533,NG/G,FLUORENE,FLUORÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,1.04,,0.01,108279,µG/G,GALLIUM TOTAL RECOVERABLE,GALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,3.04,0.02,0.02,103192,µG/G,GALLIUM TOTAL RECOVERABLE,GALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.09,,0.02,109598,MG/KG,GERMANIUM TOTAL RECOVERABLE,GERMANIUM TOTAL RÉCUPÉRABLE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.405,,0.5,5686,NG/G DWT,HEPTACHLOR,HEPTACHLOR,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.018,,0.1,5671,NG/G DWT,HEPTACHLOR EPOXIDE,ÉPOXYDE D'HEPTACHLORE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,0.138,,0.1,5681,NG/G DWT,HEXACHLOROBENZENE,HEXACHLOROBENZÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.115,,,5680,NG/G DWT,HEXACHLOROBUTADIENE,HEXACHLOROBUTADIÈNE,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.6,0.6,,58030,NG/G DWT,HEXAMETHYLCYCLOTRISILOXANE (D3),HEXAMÉTHYLCYCLOTRISILOXANE (D3),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,2,2,,58031,NG/G DWT,HEXAMETHYLDISILOXANE (L2-HMDSO),HEXAMÉTHYLDISILOXANE (L2-HMDSO),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,3.23,,1,1562,NG/G,"INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE",P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,6410,,5,108278,µG/G,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,15000,50,50,103206,µG/G,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,,58252,NG/G DWT,ISOPROPYL DIMETHYLACRIDAN / PREPOD (PREPOD C1),ISOPROPYL DIMÉTHYLACRIDAN / PREPOD (PREPOD C1),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,<,1,1,,58250,NG/G DWT,ISOPROPYL DPA / PREPOD (PREPOD A),ISOPROPYL DPA / PREPOD (PREPOD A),V
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,8.51,,0.01,108282,µG/G,LANTHANUM TOTAL RECOVERABLE,LANTHANE RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,10.6,0.05,0.05,103193,µG/G,LANTHANUM TOTAL RECOVERABLE,LANTHANE RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,4.53,,0.02,108291,µG/G,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,5,0.1,0.1,103197,µG/G,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,4.18,,0.05,108283,µG/G,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
ON02IE0146,2014-07-25 0:00,S.SURFACE,0,-0.03,,6.2,0.2,0.2,103194,µG/G,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
