Date and Time (UTC),Site,Weather Station,Sensor,Sensor Value (ADC),Sensor Battery (V),Sensor Tx Level,Sensor Temperature (°C),Sensor Tilt (°),Sensor Depth (m),Turbidity (NTU),Salinity (PSU),Dissolved Oxygen (%),DO Concentration (mg/l),CDOM (ppb),Chlorophyll (µg/L),Phycocyanin (ppb),Air Temperature (°C),Barometric Air Pressure (mb),Wind Speed (kph),Wind Gusts (kph),Wind Direction
2021-08-15 10:47,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-682003,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-671077,177,,,17.7,,,,,,,,,,,,,,
2021-08-15 10:47,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19,1026.7,12.4,15.6,NE
2021-08-15 10:47,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,17.8,1025.8,10.6,13.8,NE
2021-08-15 10:47,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-684005,6,,,,,,,,,,,,10.6,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-671124,136,,,,,,,,74.7,,,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-670772,173,,,,,,,,95,,,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-671121,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 10:47,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-684004,49,,,,,,,,,,,,86.8,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671074,202,,,,,,,,110.9,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-684000,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671127,55,,,,,,,,30.2,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671123,172,,,,,,,,94.4,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671077,36,,,,,,,,19.8,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-682502,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:48,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-671073,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-686160,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-670792,179,,,,,,,,98.3,,,,,,,,,
2021-08-15 10:49,raeon-1,,aquaMeasure-670774,213,,,,,,,,116.9,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-684500,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-671125,174,,,,174,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-671077,177,,,17.7,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-682008,254,,,,,,15,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-682502,8,,,,8,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-671132,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-682509,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-684005,16,,,,16,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-684004,51,,,,,,,,,,,,90.4,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-671124,169,,,,169,,,,,,,,,,,,,
2021-08-15 10:50,raeon-1,,aquaMeasure-670772,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-682524,41,,,,,,,,,,,8.1,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671074,203,,,,,,,,111.5,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671077,36,,,,,,,,19.8,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-682502,37,,,,,,,,,,,7.3,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 10:51,raeon-1,,aquaMeasure-671127,56,,,,,,,,30.7,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-684005,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-671123,173,,,,,,,,95,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-671124,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-671073,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 10:52,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-670774,23,,,,23,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-671077,177,,,17.7,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-684504,244,,,24.4,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-684005,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 10:53,raeon-1,,aquaMeasure-671074,204,,,,,,,,112,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-670772,172,,,,172,,,,,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-684004,55,,,,,,,,,,,,97.4,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-682517,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-671124,138,,,,,,,,75.8,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-684505,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:54,raeon-1,,aquaMeasure-671077,24,,,,24,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-670774,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-682502,34,,,,,,,,,,,6.7,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-670772,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-684503,6,,,,6,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-682523,244,,,24.4,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-671127,164,,,,164,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-686160,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:55,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-671123,170,,,,170,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-671132,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-670792,175,,,,175,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-670774,216,,,,,,,,118.6,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-682006,254,,,,,,15,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-671077,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-684005,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-682505,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-682502,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:56,raeon-1,,aquaMeasure-682007,254,,,,,,15,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-684001,32,,,,,,,,,,,,56.7,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671127,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,17.7,1026.2,10.3,13,NE
2021-08-15 10:57,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19.1,1027.1,12.3,16.2,NE
2021-08-15 10:57,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671123,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-682003,254,,,,,,15,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-684004,7,,,,7,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-670792,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671074,169,,,,169,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671124,138,,,,,,,,75.8,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 10:57,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-671077,37,,,,,,,,20.3,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-682502,38,,,,,,,,,,,7.5,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-684000,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-671123,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:58,raeon-1,,aquaMeasure-671127,56,,,,,,,,30.7,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-686160,179,,,,179,,,,,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-670772,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-684004,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-670774,205,,,,,,,,112.5,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671074,204,,,,,,,,112,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671077,178,,,17.8,,,,,,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 10:59,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-684503,3,,,,,,,,,,2,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-684005,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-684500,,,,,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-684004,43,,,,,,,,,,,,76.2,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-684501,6,,,,6,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-682008,250,,,25,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-682509,,,,,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 11:00,raeon-1,,aquaMeasure-671077,37,,,,,,,,20.3,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-682524,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-671127,56,,,,,,,,30.7,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-671124,140,,,,,,,,76.9,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-682502,37,,,,,,,,,,,7.3,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-671073,171,,,,171,,,,,,,,,,,,,
2021-08-15 11:01,raeon-1,,aquaMeasure-682005,73,,,,,,4.3,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-684501,72,1,,,,,,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-671123,176,,,,,,,,96.6,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-670774,205,,,,,,,,112.5,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-670772,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-671077,178,,,17.8,,,,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-671074,204,,,,,,,,112,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:02,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-684005,8,,,,,,,,,,,,14.2,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-684503,3,,,,,,,,,,2,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-684504,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-671121,177,,,,177,,,,,,,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:03,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671077,37,,,,,,,,20.3,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671127,55,,,,,,,,30.2,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-684004,46,,,,,,,,,,,,81.5,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671125,170,,,,170,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-682517,31,,,,,,,,,,,6.1,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-686160,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671124,141,,,,,,,,77.4,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-682502,11,,,,11,,,,,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:04,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-684505,,,,,,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-671125,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-671074,206,,,,,,,,113.1,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-670774,216,,,,,,,,118.6,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-670772,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-684005,11,,,,11,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-671077,177,,,17.7,,,,,,,,,,,,,,
2021-08-15 11:05,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-684001,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-682006,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-682502,72,1,,,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-682007,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:06,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-682003,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-684005,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-671077,38,,,,,,,,20.9,,,,,,,,,
2021-08-15 11:07,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19,1027.1,12.9,16,NE
2021-08-15 11:07,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,17.6,1026.3,10.1,14.5,NE
2021-08-15 11:07,raeon-1,,aquaMeasure-671127,54,,,,,,,,29.6,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-684004,46,,,,,,,,,,,,81.5,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-682505,34,,,,,,,,,,,6.7,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:07,raeon-1,,aquaMeasure-671124,168,,,,168,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-682502,50,,,,,,,,,,,9.8,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-684000,6,,,,6,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-671077,178,,,17.8,,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-670774,18,,,,18,,,,,,,,,,,,,
2021-08-15 11:08,raeon-1,,aquaMeasure-671074,204,,,,,,,,112,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-671123,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-670772,169,,,,169,,,,,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-671124,143,,,,,,,,78.5,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-671132,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:09,raeon-1,,aquaMeasure-684500,249,,,24.9,,,,,,,,,,,,,,
